SAFE1,SAFE2,SAFE3,SAFE10,SAFE11,SAFE12,SAFE13,SAFE14,SAFE15,SAFE16,SAFE17,SAFE18,SAFE19,SAFE20,SAFE21,SAFE22,SAFE23,SAFE24,SAFE25,SAFE26,SAFE27,SAFE28,SAFE29,SAFE30,SAFE31,SAFE32,SAFE33,SAFE34,SAFE35,SAFE36,SAFE37,SAFE38,SAFE39,SAFE4,SAFE40,SAFE41,SAFE42,SAFE43,SAFE44,SAFE45,SAFE46,SAFE47,SAFE48,SAFE49,SAFE5,SAFE50,SAFE51,SAFE52,SAFE53,SAFE54,SAFE55,SAFE56,SAFE57,SAFE58,SAFE59,SAFE6,SAFE60,SAFE61,SAFE62,SAFE63,SAFE64,SAFE65,SAFE66,SAFE67,SAFE68,SAFE69,SAFE7,SAFE70,SAFE71,SAFE72,SAFE73,SAFE74,SAFE75,SAFE76,SAFE77,SAFE78,SAFE79,SAFE8,SAFE9,V1,V2,V3,V4,Label
18.4722,30.31875566,7.1408,9.3888,-2.205,20.82188511,-25.70852962,32.89232962,-105.244213152078,14.9233,5.7969,-7.7395,5.8847,3.5919,-1.2991,8.23550832,-3.84066976,-11.02446976,-26.697047320944,12.2803,9.0386,-10.75236546,1.6493,5.5345,40.70125566,-3.5041,13.29113232,10.3825,-1.63566976,-13.22946976,-43.085863641744,11.3314,2.2928,20.72370208,-1.9426,-7.43256976,-29.30042962,-0.9489,3.40487506,12.2803,17.36012494,-72.44519093955,2.2928,83.99131025,5.5345,51.08375566,422.58078688995,-3.2417,-13.6242,-33.65695025,48.79095566,-4.5408,32.61155566,329.260947912702,4.848,2.643,-11.3314,-26.22438049,-6.97762494,0.9937,-2.97857648,48.79095566,-11.84655566,4.21129247,560.054118302652,25.613,4.5408,11.3314,131.90628576,-1.2991,-6.7458,48.79095566,-11.84655566,560.054118302652,25.613,11.3314,131.90628576,-3.40835391,8.0897,1.5077,1.9596,-3.0584,-0.12243,2.0
8.618,-15.64366598,13.2712,3.81675,0.663550000000001,3.53182049,-49.89105472,54.37135472,-116.781718253508,-2.41305,1.5766,6.89335,4.06175,2.24015,-0.41855,4.08065724,16.90658024,12.42628024,32.855003702136,-14.5262,-6.4748,-45.9410436,10.7101,-6.2298,-10.42386598,0.245000000000001,2.87193456,5.2198,16.24303024,13.08983024,23.123093916384,-4.6532,1.8216,-11.79449568,8.46995,14.66643024,-52.13120472,9.873,24.1937584925,-14.5262,-13.7541584925,99.0402685391515,1.8216,17.73792436,-6.2298,-5.20406598,-54.410495642404,8.0514,2.8316,42.02669772,-7.02566598,7.63285,-13.82206598,-35.422381373236,11.4496,12.11315,4.6532,27.36026748,18.9739584925,1.40305,-0.76243068,-7.02566598,24.26166598,-3.36991347,-134.81711341564,21.8892,-7.63285,-4.6532,114.3712016,-0.41855,8.2964,-7.02566598,24.26166598,-134.81711341564,21.8892,-4.6532,114.3712016,22.11700095,3.3982,-0.59587,2.4811,-2.8673,-0.89828,2.0
25.1048,61.18112744,12.5172,11.3601,0.7387,32.12654858,-12.95512618,25.05392618,-114.965980673292,18.637,5.3107,-6.5382,10.8772,6.0494,-1.2216,29.20529332,-5.77436498,-17.87316498,-71.526683870012,10.2089,7.7598,29.94212412,4.8219,7.2769,76.14742744,-0.482900000000001,25.63899746,14.9663,-6.51306498,-17.13446498,-62.792468679286,12.5876,4.8278,37.46276244,-1.2275,-11.82376498,-19.00452618,2.3787,7.5406615,10.2089,22.3919385,-111.13433348255,4.8278,151.73583255,7.2769,91.11372744,1139.64524329527,-2.4491,-17.4154,-36.65396533,86.28592744,-3.6707,66.00892744,772.02069310044,7.6894,8.4281,-12.5876,-24.83020035,-7.4256385,3.6062,-5.89764048,86.28592744,-36.07632744,2.99182056,1535.93996815571,37.622,3.6707,12.5876,314.24180256,-1.2216,-2.932,86.28592744,-36.07632744,1535.93996815571,37.622,12.5876,314.24180256,14.38970778,10.1385,0.46901,-0.63321,7.3848,0.36507,1.0
-5.7246,52.424664651,6.0201,-2.27593,-5.89873,-7.403789562,-94.17563467,86.00097467,368.220630326831,-15.83203,1.8114,7.65737,-7.20313,-4.08733,0.97153,12.735302814,-36.61721674,-28.44255674,132.960381969004,-19.0692,-8.6289,-86.02405515,5.38144,-13.5561,48.004464651,-4.9272,-5.64396012,-4.4202,-30.71848674,-34.34128674,-58.924636840836,-11.7447,-3.1158,26.88592662,9.46877,-32.52988674,-90.08830467,7.3245,-43.1221876841,-19.0692,34.2817876841,171.070525961259,-3.1158,5.76570888,-13.5561,43.584264651,-212.18933465035,10.4403,14.8605,-46.14821406,46.700064651,11.41183,49.308864651,-62.6170236907644,9.1359,3.23717,11.7447,-13.61832732,-38.7019876841,-2.14427,-3.027093174,46.700064651,-58.149264651,10.143064659,-300.110235261115,0.295500000000002,-11.41183,-11.7447,-34.46266446,0.97153,5.5131,46.700064651,-58.149264651,-300.110235261115,0.295500000000002,-11.7447,-34.46266446,-29.937648585,-1.3044,-0.77288,-7.4473,6.492000000000001,0.36119,2.0
-3.85094,4.78514042,-4.53424,5.51188,-3.33708,4.811179552,-1.332157192,3.506957192,-2.6310264905808,1.7707,4.42448,0.404100000000001,-3.1459,1.0874,-5.3207,-4.60329042,3.170691596,0.995891595999999,2.2653712814904,5.40872,4.9166,-3.228879486,5.91598,-3.74118,0.74302042,-8.65778,-18.730151184,-4.04212,6.507771596,-2.341188404,9.21748200067008,0.6833,-4.2333,-20.81344278,4.82858,2.083291596,-2.419557192,-4.72542,1.208477892,5.40872,-9.292717892,-21.2235467512111,-4.2333,-0.7727725016,-3.74118,-3.29909958,-3.0033777000904,-0.49212,3.55,1.9892080944,0.934200420000001,-5.81282,0.55184042,0.1420506438956,-0.30094,-3.63802,-0.6833,-0.0940835016000001,5.250597892,-9.554,22.52411931,0.934200420000001,-8.63608042,2.618422884,-18.4272886489948,-8.38518,5.81282,0.6833,17.4610861856,-5.3207,-9.1499,0.934200420000001,-8.63608042,-18.4272886489948,-8.38518,0.6833,17.4610861856,-5.138421708,0.19118,-1.7344,2.0175,7.7618,0.93532,1.0
-2.43945,7.3000235125,-4.8917,2.27065,2.37025,-0.11555841,-8.2876304,12.9285304,-24.61552016418,4.7727,-0.0497999999999998,-0.1318,1.5405,2.32045,-3.1004,-1.8098349775,4.8802459,0.2393459,5.939878396155,6.5142,3.2322,-9.9609168875,2.13885,2.50205,5.6903235125,-0.73015,0.0388415099999999,-1.6097,2.5099959,2.6095959,-0.12747783582,2.45225,-0.77995,-2.52095439,-0.1816,2.5597959,-10.6080804,-4.06195,-2.03109372,6.5142,-1.18830628,0.678317471084,-0.77995,1.335648575,2.50205,4.0806235125,-9.15971375807125,-3.282,-1.6723,5.2830354,4.8605735125,-6.3824,6.5200735125,-4.72154593449688,-4.11175,-1.7415,-2.45225,2.7232395,-0.42139372,-3.88035,2.41815698,4.8605735125,-9.7394735125,10.1755128,-17.8080423575681,-7.33115,6.3824,2.45225,11.933057565,-3.1004,-4.01215,4.8605735125,-9.7394735125,-17.8080423575681,-7.33115,2.45225,11.933057565,-9.4255518775,-0.82975,1.6408,4.2503,-4.9023,-2.6621,2.0
10.6355,-2.761161908,11.559,6.179228,-9.790572,-14.4181103528,4.28788238,-7.89922638,-11.0029605244434,-2.729172,7.9849,-0.882172,-3.583772,-1.805672,0.0275719999999999,3.2106653832,-14.48405843,-10.87271443,22.893007381831,-6.2757,0.8546,-4.9427567,5.297056,-8.9084,1.667538092,-9.763,-14.19795069,4.4287,-4.69348643,-20.66328643,-101.235647804907,-0.9235,-1.7781,-1.51956426,7.102728,-12.67838643,6.09355438,5.3522,-8.396497073216,-6.2757,17.253897073216,-56.7989502781517,-1.7781,27.48805516,-8.9084,6.096238092,7.3850259480404,7.1303,2.7016,31.57795961,7.874338092,7.157872,-4.539261908,10.3500754294256,13.3371,3.546528,0.923500000000001,44.25634604,-12.825197073216,-1.750528,-0.0490257732,7.874338092,13.396661908,0.1965966316,-29.366337472534,22.1945,-7.157872,-0.923500000000001,122.9357445,0.027572,-2.6327,7.874338092,13.396661908,-29.366337472534,22.1945,-0.923500000000001,122.9357445,-9.6643176784,6.2068,-1.3414,-2.0776,2.8093,0.60688,2.0
-6.147,28.721476864,1.5874,-2.81281,-3.52381,-1.126334205,-34.79027876,28.45365876,100.188199841996,-10.90271,0.355499999999999,4.56609,-5.45431,-3.16831,0.88231,7.24275666,-16.4360254,-10.0994054,42.036235378974,-11.2523,-5.4484,-27.20884576,1.75328,-8.0899,24.504976864,-2.6415,-0.812672999999998,-4.2165,-12.9122154,-13.6232154,-4.71667282469999,-7.7344,-2.286,12.4550424,4.92159,-13.2677154,-31.62196876,3.5179,-19.8096228129,-11.2523,11.3766228129,65.7484023405929,-2.286,8.13995325000001,-8.0899,20.288476864,-103.325234947056,5.8039,10.0204,-24.47214435,22.574476864,6.68621,26.435476864,-47.306857835952,3.8734,0.34959,7.7344,-11.20442895,-15.5931228129,-1.40369,-2.01696066,22.574476864,-34.868476864,5.120839009,-176.550918283008,-4.5596,-6.68621,-7.7344,-9.75774779999999,0.88231,3.1624,22.574476864,-34.868476864,-176.550918283008,-4.5596,-7.7344,-9.75774779999999,-11.145797749,-1.9305,-1.4628,-1.5706,2.4357,0.49826,2.0
-7.2487,55.360022821,4.8002,-2.12629,-6.14949,-8.323779524,-89.56790312,81.29212312,353.499996989117,-16.18679,2.0116,7.91101,-7.89519,-4.13789,0.38059,15.547294097,-42.85010336,-34.57432336,160.18688054021,-18.5948,-8.2916,-78.87089451,5.78472,-14.0605,49.857022821,-5.7689,-7.55818468,-5.503,-36.70061336,-40.72381336,-77.873488394976,-12.0489,-3.7573,31.15402868,9.92261,-38.71221336,-85.43001312,6.5459,-46.5616686929,-18.5948,35.5556686929,225.945853817029,-3.7573,9.6065871,-14.0605,44.354022821,-274.363196583963,10.3032,15.8062,-56.6985096,48.111322821,10.68379,51.602722821,-87.0354047386197,8.5575,2.40801,12.0489,-17.98629624,-41.0586686929,-3.37671,-1.429990807,48.111322821,-62.608722821,3.921294888,-401.288197422583,-2.4485,-10.68379,-12.0489,-34.79520974,0.38059,4.5343,48.111322821,-62.608722821,-401.288197422583,-2.4485,-12.0489,-34.79520974,-27.086214151,-1.7457,-3.2692,-12.7406,15.5573,-0.14182,2.0
-9.1104,21.2101498198,-0.645700000000001,-3.594534,-0.118734,3.2266442286,-33.7919379,30.0786699,59.2921710210726,-10.321334,-1.7379,6.608066,-3.734834,-1.856634,-0.021566,3.4871299788,-10.96327452,-7.25000652,16.9076984152097,-11.4351,-6.5865,-25.14354488,3.013532,-6.7268,15.7158498198,-0.1403,3.26412378,-5.4943,-10.84454052,-7.36874052,15.826430559708,-8.4647,-1.8782,12.3707643,4.870166,-9.10664052,-31.9353039,2.9704,-14.536415781244,-11.4351,3.547815781244,49.6800967368889,-1.8782,19.86793823,-6.7268,10.2215498198,-86.3475936649272,4.8486,10.3429,-26.63966298,12.0997498198,4.827034,19.3319498198,-56.8300845333788,1.2325,1.113766,8.4647,-17.53302246,-9.042115781244,-1.899766,0.0405052612,12.0997498198,-30.3205498198,-0.1045649076,-193.232948918306,-9.7561,-4.827034,-8.4647,5.88258528000001,-0.021566,4.7083,12.0997498198,-30.3205498198,-193.232948918306,-9.7561,-8.4647,5.88258528000001,-5.5149456336,-3.6161,-1.2786,-2.4087,4.5735,0.4762699999999999,2.0
15.078,7.707409604,10.56484,3.91155,3.96225,-0.0998004149999999,3.6697044414,4.2040955586,-1.05192219465234,8.45006,-0.02535,-0.57626,8.9798,3.9369,1.106,19.85339301,6.480488331,-1.393311669,10.0138529003139,-1.03413,-0.52974,25.0358073364,3.33529,4.53851,17.767859604,5.06825,-0.127837515,10.06045,2.518238331,2.568938331,-0.06447996419085,4.51316,5.0429,-2.671425846,-0.60161,2.543588331,-0.2671955586,5.54729,7.691971591,-1.03413,12.428928409,-23.827958609824,5.0429,50.4788108975,4.53851,27.828309604,178.752663153062,0.50439,-9.55606,5.0743903755,22.785409604,1.61039,12.750309604,89.1511239560502,5.52194,9.48419,-4.51316,2.5308020445,-2.368478409,6.1489,5.5774474,22.785409604,7.370590396,0.55785534,116.212322009112,25.64284,-1.61039,4.51316,159.29665752,1.106,5.57264,22.785409604,7.370590396,116.212322009112,25.64284,4.51316,159.29665752,21.839126001,5.01755,2.4235,9.5332,-3.0789,-2.7746,1.0
-7.3628,21.772064995,1.2637,-2.38433,-1.55733,0.814938205,-40.88003776,36.93837776,76.6834339296408,-10.59733,-0.4135,6.65567,-4.14943,-1.97083,-0.20777,4.293650238,-15.11737384,-11.17571384,25.9096029961872,-12.4823,-6.4479,-33.2620587,4.27134,-8.213,17.001364995,-1.7651,0.9008511,-4.7707,-13.56004384,-12.73304384,5.43609587784,-8.6265,-2.1786,14.04739494,6.24217,-13.14654384,-38.90920776,3.8558,-17.0729559011,-12.4823,7.5315559011,58.6903722273778,-2.1786,12.36613147,-8.213,12.230664995,-81.1084119816465,6.0344,10.8051,-28.78831208,14.409264995,5.82663,19.593464995,-44.0692382035395,3.4423,1.88497,8.6265,-15.64176824,-12.3022559011,-2.38637,0.452647722,14.409264995,-29.134864995,-1.253767288,-160.303360145186,-6.0991,-5.82663,-8.6265,-9.30437036,-0.20777,4.2693,14.409264995,-29.134864995,-160.303360145186,-6.0991,-8.6265,-9.30437036,-7.599126314,-2.5921,2.0421,1.2436,4.2171,0.90429,1.0
-4.3906,28.64006563,4.1035,-2.6866,-3.342,-0.98778611,-51.65133158,45.62273158,146.606604291594,-11.5084,0.3277,5.4798,-4.6963,-3.0143,1.3323,5.0700526,-15.0234436,-8.9948436,36.19916155348,-13.9519,-6.8121,-46.35909898,2.7932,-8.8218,25.60376563,-2.0097,-0.5511914,-3.0363,-11.6814436,-12.3368436,-3.93539635772,-8.4941,-1.682,11.4579522,5.8075,-12.0091436,-48.63703158,5.4578,-20.54184725,-13.9519,14.46924725,53.152093115175,-1.682,4.11206109,-8.8218,22.56746563,-77.740713582369,7.1398,10.1761,-21.67857474,24.24946563,8.4721,26.95806563,-34.675179792709,5.7855,2.4435,8.4941,-9.66943114,-17.50554725,-0.3497,-2.2409286,24.24946563,-33.03066563,9.51235554,-125.747072155078,-0.287099999999998,-8.4721,-8.4941,-18.0168271,1.3323,5.1301,24.24946563,-33.03066563,-125.747072155078,-0.287099999999998,-8.4941,-18.0168271,-16.45144654,-1.3543,-0.6987899999999999,-3.3771,4.1211,1.5043,2.0
-8.15,34.161330236,4.2349,-2.01594,-2.60734,-0.683551948,-94.81397948,90.19069948,213.832108035547,-14.69654,0.2957,10.07326,-5.22544,-2.31164,-0.60216,6.735656632,-30.77014184,-26.14686184,65.7858111934176,-19.2379,-9.4711,-84.8737197,8.05732,-12.6806,28.629430236,-3.2095,-0.86161066,-5.5319,-28.16280184,-28.75420184,-8.415178994088,-12.3849,-2.9138,27.59689118,10.36896,-28.45850184,-92.50233948,6.853,-29.5012026944,-19.2379,18.4374026944,132.595785575151,-2.9138,14.48306739,-12.6806,23.097530236,-158.375145122528,9.7668,15.2987,-54.02896092,26.011330236,9.16464,31.247530236,-74.9547113008716,7.1487,4.54136,12.3849,-25.57045908,-23.9693026944,-3.51596,1.754573808,26.011330236,-42.311330236,-5.881176288,-278.4148414234,-3.9151,-9.16464,-12.3849,-34.514435,-0.60216,6.5573,26.011330236,-42.311330236,-278.4148414234,-3.9151,-12.3849,-34.514435,-15.84166892,-2.6181,3.534,9.3614,-3.6316,-1.2461,1.0
26.5738,67.808894,13.237,12.0766,0.458400000000001,36.40853425,-14.966443,27.501443,-133.0837377525,19.6043,5.8091,-7.0693,11.2527,6.2675,-1.2823,31.244741,-6.407371,-18.942371,-79.4397539925,10.8941,8.3516,32.57780136,5.0073,7.5277,83.588394,-0.823899999999999,28.95952532,15.7795,-6.865771,-18.483971,-73.6295931261,13.3368,4.9852,41.63439632,-1.2602,-12.674871,-21.233943,2.4427,7.8811965,10.8941,23.6778035,-124.63128007825,4.9852,170.32865685,7.5277,99.367894,1318.983063123,-2.5425,-18.322,-40.11937875,94.382694,-3.8248,72.794094,902.2782013542,8.2518,8.7102,-13.3368,-27.44450775,-7.8983035,3.7029,-6.39252196,94.382694,-41.235094,3.26024775,1801.9399873772,39.8108,3.8248,13.3368,351.7573906,-1.2823,-3.3664,94.382694,-41.235094,1801.9399873772,39.8108,13.3368,351.7573906,15.30962225,10.7943,-4.577,3.4515,0.66719,-0.94742,2.0
